Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
HLVLTD,4,1,3,55871,55.87,"58.400001525878906, 22.049999237060547, 16.299999237060547, 5.300000190734863","42.95000076293945, 15.350000381469727, 9.75, 20.399999618530273"
HMAAGRO,0,0,0,0,0.0,,
HMT,2,0,2,-26804,-26.8,"43.900001525878906, 21.0","25.350000381469727, 11.949999809265137"
HMVL,1,0,1,-11026,-11.03,124.19999694824219,78.25
HNDFDS,0,0,0,0,0.0,,
HOMEFIRST,0,0,0,0,0.0,,
HONASA,0,0,0,0,0.0,,
HONAUT,3,2,1,112943,112.94,"1322.5, 970.0, 8971.5498046875","889.7999877929688, 3049.75, 28677.5"
HONDAPOWER,5,2,3,107187,107.19,"244.3000030517578, 153.35000610351562, 414.1000061035156, 386.20001220703125, 1338.4000244140625","174.0, 518.3499755859375, 278.20001220703125, 1196.0, 908.2000122070312"
HOVS,4,2,2,108779,108.78,"101.1500015258789, 47.099998474121094, 29.799999237060547, 89.1500015258789","66.69999694824219, 33.0, 91.44999694824219, 287.25"
HPAL,0,0,0,0,0.0,,
HPIL,0,0,0,0,0.0,,
HPL,2,1,1,46034,46.03,"42.29999923706055, 33.20000076293945","21.549999237060547, 99.9000015258789"
HSCL,2,2,0,138284,138.28,"11.199999809265137, 17.049999237060547","37.005001068115234, 56.04999923706055"
HTMEDIA,4,0,4,-38500,-38.5,"127.05345916748047, 93.72195434570312, 85.43486785888672, 41.20652770996094","88.54824829101562, 67.99076843261719, 51.18766403198242, 28.899999618530273"
HUBTOWN,4,1,3,45672,45.67,"216.10000610351562, 115.0999984741211, 17.899999618530273, 11.350000381469727","156.89999389648438, 70.5, 13.300000190734863, 37.95000076293945"
HUDCO,1,1,0,78619,78.62,34.75,125.94999694824219
HUHTAMAKI,2,0,2,-21797,-21.8,"66.6500015258789, 258.0","44.849998474121094, 171.64999389648438"
HYBRIDFIN,0,0,0,0,0.0,,
IBREALEST,7,1,6,6328,6.33,"334.0749206542969, 112.66175842285156, 71.05000305175781, 54.5, 92.19999694824219, 68.05000305175781, 86.94999694824219","236.7938995361328, 75.98483276367188, 53.20000076293945, 168.10000610351562, 67.8499984741211, 40.849998474121094, 57.599998474121094"
IBULHSGFIN,4,0,4,-37234,-37.23,"765.0318603515625, 184.6505584716797, 166.73370361328125, 121.85243225097656","541.6951293945312, 124.79400634765625, 105.18351745605469, 89.8516845703125"
ICDSLTD,2,0,2,-16726,-16.73,"53.20000076293945, 43.349998474121094","39.650001525878906, 30.399999618530273"
ICEMAKE,2,1,1,56262,56.26,"80.05000305175781, 36.75","57.900001525878906, 115.30000305175781"
ICICIBANK,2,2,0,123748,123.75,"87.45454406738281, 215.13636779785156","267.5, 662.75"
ICICIGI,0,0,0,0,0.0,,
ICICIPRULI,0,0,0,0,0.0,,
ICIL,6,2,4,121566,121.57,"1.0299999713897705, 81.55000305175781, 48.70000076293945, 41.0, 37.150001525878906, 164.39999389648438","3.8499999046325684, 56.29999923706055, 32.54999923706055, 23.799999237060547, 143.14999389648438, 112.05000305175781"
ICRA,2,1,1,56814,56.81,"431.54998779296875, 3992.300048828125","1371.0999755859375, 2899.39990234375"
IDBI,4,0,4,-38857,-38.86,"65.19999694824219, 63.599998474121094, 31.75, 44.099998474121094","48.400001525878906, 42.849998474121094, 19.299999237060547, 31.100000381469727"
IDEA,5,1,4,27016,27.02,"35.002349853515625, 71.48197937011719, 66.38688659667969, 55.744483947753906, 9.949999809265137","105.7909164428711, 47.694847106933594, 48.23752212524414, 41.695308685302734, 6.099999904632568"
IDEAFORGE,0,0,0,0,0.0,,
IDFC,3,2,1,113734,113.73,"29.274948120117188, 37.429935455322266, 18.399999618530273","94.24628448486328, 14.850000381469727, 56.95000076293945"
IDFCFIRSTB,2,1,1,54702,54.7,"47.599998474121094, 25.700000762939453","34.599998474121094, 79.4000015258789"
IEL,0,0,0,0,0.0,,
IEX,0,0,0,0,0.0,,
IFBAGRO,1,0,1,-12137,-12.14,56.599998474121094,33.599998474121094
IFBIND,4,1,3,37577,37.58,"138.89999389648438, 79.0, 977.9500122070312, 415.1000061035156","74.25, 58.0, 599.3499755859375, 1375.6500244140625"
IFCI,5,3,2,274079,274.08,"11.350000381469727, 25.200000762939453, 26.649999618530273, 4.75, 11.0","44.75, 18.850000381469727, 19.549999237060547, 14.399999618530273, 61.04999923706055"
IFGLEXPOR,8,4,4,223313,223.31,"62.400001525878906, 20.899999618530273, 36.95000076293945, 123.75, 102.44999694824219, 161.9499969482422, 133.1999969482422, 240.25","42.0, 67.94999694824219, 26.25, 86.9000015258789, 320.0, 90.5999984741211, 411.3500061035156, 827.9000244140625"
IGARASHI,2,1,1,64149,64.15,"14.015422821044922, 762.4835205078125","47.38547897338867, 568.4000244140625"
IGL,3,2,1,124006,124.01,"23.729999542236328, 75.87999725341797, 47.880001068115234","76.22000122070312, 43.70000076293945, 160.22999572753906"
IGPL,4,1,3,31270,31.27,"60.650001525878906, 22.649999618530273, 53.599998474121094, 167.9499969482422","37.95000076293945, 16.450000762939453, 161.4499969482422, 95.19999694824219"
IIFL,6,3,3,200064,200.06,"18.04025650024414, 31.70695686340332, 37.599639892578125, 33.193641662597656, 402.1560974121094, 81.6500015258789","71.41498565673828, 23.543697357177734, 27.00362205505371, 101.1487045288086, 282.8219299316406, 277.54998779296875"
IIFLSEC,0,0,0,0,0.0,,
IITL,4,1,3,49689,49.69,"215.4499969482422, 154.35000610351562, 93.94999694824219, 64.94999694824219","126.0, 81.69999694824219, 70.0, 251.35000610351562"
IKIO,0,0,0,0,0.0,,
IL&FSENGG,7,3,4,263614,263.61,"478.1499938964844, 72.44999694824219, 75.75, 28.850000381469727, 42.650001525878906, 17.049999237060547, 2.700000047683716","162.14999389648438, 225.5, 55.75, 105.05000305175781, 29.399999618530273, 10.699999809265137, 17.149999618530273"
IL&FSTRANS,3,1,2,60407,60.41,"118.12690734863281, 89.5, 1.399999976158142","85.0999984741211, 60.150001525878906, 5.25"
IMAGICAA,4,1,3,20929,20.93,"136.4499969482422, 86.1500015258789, 4.199999809265137, 4.800000190734863","69.69999694824219, 60.25, 2.450000047683716, 14.800000190734863"
IMFA,4,1,3,42428,42.43,"74.8499984741211, 129.375, 89.7249984741211, 72.2750015258789","54.650001525878906, 96.8499984741211, 55.57500076293945, 238.89999389648438"
IMPAL,2,0,2,-20882,-20.88,"88.53333282470703, 66.98332977294922","65.36666870117188, 45.916664123535156"
IMPEXFERRO,5,1,4,9850,9.85,"18.75, 6.5, 4.349999904632568, 1.2999999523162842, 0.4000000059604645","8.899999618530273, 4.599999904632568, 2.700000047683716, 0.800000011920929, 1.2000000476837158"
INCREDIBLE,2,0,2,-15807,-15.81,"62.25, 25.25","43.25, 18.25"
INDBANK,2,2,0,155245,155.24,"7.650000095367432, 7.300000190734863","30.700000762939453, 22.700000762939453"
INDHOTEL,2,1,1,51819,51.82,"44.92085266113281, 133.08729553222656","143.4627685546875, 72.72529602050781"
INDIACEM,4,1,3,50668,50.67,"97.69999694824219, 60.150001525878906, 126.4000015258789, 108.30000305175781","71.0, 216.4499969482422, 89.80000305175781, 73.94999694824219"
INDIAGLYCO,7,3,4,160257,160.26,"154.64999389648438, 138.14999389648438, 313.04998779296875, 55.0, 100.55000305175781, 278.6499938964844, 227.85000610351562","107.3499984741211, 415.0, 227.0, 179.14999389648438, 65.05000305175781, 208.60000610351562, 706.25"
INDIAMART,0,0,0,0,0.0,,
INDIANB,5,2,3,97755,97.76,"126.75, 101.5999984741211, 101.0999984741211, 280.1000061035156, 62.0","86.44999694824219, 63.70000076293945, 319.1000061035156, 186.60000610351562, 194.25"
INDIANCARD,2,1,1,59895,59.9,"245.6999969482422, 54.0","176.5500030517578, 173.89999389648438"
INDIANHUME,4,0,4,-38745,-38.75,"70.55000305175781, 288.8999938964844, 256.1499938964844, 175.39999389648438","39.91999816894531, 203.9499969482422, 182.0, 121.3499984741211"
INDIASHLTR,0,0,0,0,0.0,,
INDIGO,1,1,0,70950,70.95,903.0,2967.10009765625
INDIGOPNTS,1,0,1,-8701,-8.7,1679.25,1177.1500244140625
INDNIPPON,0,0,0,0,0.0,,
INDOAMIN,0,0,0,0,0.0,,
INDOBORAX,0,0,0,0,0.0,,
INDOCO,3,1,2,53647,53.65,"41.959999084472656, 19.333332061767578, 202.3000030517578","30.746665954589844, 65.21333312988281, 147.75"
INDORAMA,4,2,2,115854,115.85,"20.5, 34.5, 16.100000381469727, 17.25","67.44999694824219, 23.399999618530273, 11.25, 52.150001525878906"
INDOSTAR,3,0,3,-25724,-25.72,"343.20001220703125, 281.54998779296875, 181.8000030517578","216.5500030517578, 211.10000610351562, 131.1999969482422"
INDOTECH,5,1,4,51663,51.66,"291.70001220703125, 156.85000610351562, 86.44999694824219, 163.4499969482422, 94.75","202.4499969482422, 115.0, 63.150001525878906, 94.69999694824219, 368.70001220703125"
INDOTHAI,2,0,2,-23647,-23.65,"36.54999923706055, 25.049999237060547","25.549999237060547, 13.75"
INDOWIND,5,0,5,-51101,-51.1,"19.86391830444336, 5.795589923858643, 3.832566976547241, 4.393431186676025, 13.881373405456543","12.152044296264648, 3.2717039585113525, 2.8510560989379883, 2.99127197265625, 9.199999809265137"
INDRAMEDCO,1,0,1,-7711,-7.71,55.150001525878906,39.849998474121094
INDSWFTLAB,7,2,5,113998,114.0,"75.19999694824219, 65.1500015258789, 29.049999237060547, 52.04999923706055, 28.850000381469727, 37.79999923706055, 74.75","53.79999923706055, 44.70000076293945, 124.3499984741211, 36.599998474121094, 87.44999694824219, 25.850000381469727, 55.650001525878906"
INDSWFTLTD,6,1,5,28253,28.25,"29.549999237060547, 15.350000381469727, 6.0, 5.0, 3.450000047683716, 2.75","19.049999237060547, 9.199999809265137, 4.199999809265137, 3.049999952316284, 2.5, 9.699999809265137"
INDTERRAIN,2,0,2,-19184,-19.18,"133.5500030517578, 37.20000076293945","77.0999984741211, 27.600000381469727"
INDUSINDBK,4,1,3,34134,34.13,"56.150001525878906, 43.29999923706055, 40.75, 1252.050048828125","33.95000076293945, 31.899999618530273, 143.4499969482422, 351.29998779296875"
INDUSTOWER,2,1,1,48724,48.72,"156.39999389648438, 229.9499969482422","478.8500061035156, 153.3000030517578"
INFIBEAM,1,1,0,92859,92.86,8.95998477935791,35.099998474121094
INFOBEAN,1,1,0,79565,79.57,70.0,254.39999389648438
INFOMEDIA,2,0,2,-23678,-23.68,"170.08303833007812, 32.599998474121094","97.36489868164062, 22.799999237060547"
INFY,3,2,1,117299,117.3,"206.94375610351562, 163.3312530517578, 505.29998779296875","139.43124389648438, 506.40625, 1580.800048828125"
INGERRAND,3,2,1,131800,131.8,"266.54998779296875, 690.0499877929688, 597.0499877929688","899.25, 517.0499877929688, 1979.6500244140625"
INNOVACAP,0,0,0,0,0.0,,
INOXGREEN,0,0,0,0,0.0,,
INOXINDIA,0,0,0,0,0.0,,
INOXWIND,3,2,1,173011,173.01,"25.274999618530273, 9.962499618530273, 27.9375","17.0, 35.212501525878906, 124.9375"
INSECTICID,3,2,1,117295,117.29,"16.66666603088379, 119.46666717529297, 368.8666687011719","54.0444450378418, 372.8666687011719, 208.23333740234375"
INSPIRISYS,3,0,3,-31180,-31.18,"73.3499984741211, 68.0, 38.599998474121094","48.95000076293945, 46.5, 20.299999237060547"
INTELLECT,2,1,1,70783,70.78,"121.68504333496094, 111.6500015258789","54.400001525878906, 434.04998779296875"
INTENTECH,2,0,2,-17579,-17.58,"88.0999984741211, 35.5","60.20000076293945, 26.0"
INTLCONV,0,0,0,0,0.0,,
INVENTURE,1,0,1,-9041,-9.04,1.4600000381469727,1.0700000524520874
IOB,7,1,6,47811,47.81,"89.94999694824219, 63.400001525878906, 44.20000076293945, 30.25, 15.600000381469727, 12.199999809265137, 10.949999809265137","62.349998474121094, 42.0, 32.25, 22.5, 11.199999809265137, 9.149999618530273, 46.75"
IOC,3,0,3,-24956,-24.96,"41.287498474121094, 48.133331298828125, 96.4000015258789","27.691665649414062, 34.150001525878906, 70.5"
IOLCP,2,1,1,56585,56.58,"22.950000762939453, 68.9000015258789","73.05000305175781, 48.20000076293945"
IONEXCHANG,0,0,0,0,0.0,,
IPCALAB,4,2,2,117842,117.84,"40.20000076293945, 395.9750061035156, 257.875, 1000.25","134.60000610351562, 282.375, 809.3499755859375, 710.1500244140625"
IPL,1,0,1,-9125,-9.13,295.95001220703125,210.0
IRB,5,0,5,-50535,-50.54,"12.9399995803833, 21.204999923706055, 15.204999923706055, 10.329999923706055, 10.654999732971191","8.104999542236328, 14.675000190734863, 11.319999694824219, 7.630000114440918, 5.324999809265137"
IRCON,1,1,0,61435,61.44,37.540000915527344,114.0
IRCTC,0,0,0,0,0.0,,
IREDA,0,0,0,0,0.0,,
IRFC,1,1,0,77335,77.34,21.399999618530273,76.55000305175781
IRIS,0,0,0,0,0.0,,
IRISDOREME,0,0,0,0,0.0,,
IRMENERGY,0,0,0,0,0.0,,
ISEC,1,1,0,62865,62.87,242.0,758.3499755859375
ISFT,4,1,3,34862,34.86,"379.79998779296875, 210.3000030517578, 54.25, 140.25","199.85000610351562, 141.6999969482422, 170.0, 98.30000305175781"
ISGEC,0,0,0,0,0.0,,
ISMTLTD,5,0,5,-45674,-45.67,"49.349998474121094, 29.600000381469727, 11.699999809265137, 9.800000190734863, 6.849999904632568","33.95000076293945, 22.049999237060547, 8.75, 6.550000190734863, 4.5"
ITC,0,0,0,0,0.0,,
ITDC,2,1,1,46922,46.92,"230.89999389648438, 209.4499969482422","129.4499969482422, 635.5499877929688"
ITDCEM,3,2,1,120893,120.89,"10.305000305175781, 64.75, 49.5","33.39500045776367, 29.75, 163.35000610351562"
ITI,4,0,4,-37235,-37.24,"56.04999923706055, 49.45000076293945, 23.399999618530273, 94.8499984741211","37.900001525878906, 33.95000076293945, 16.0, 68.75"
IVC,5,2,3,113855,113.85,"24.8799991607666, 24.38666534423828, 22.786666870117188, 13.600000381469727, 3.4000000953674316","86.63999938964844, 17.306665420532227, 16.700000762939453, 7.75, 11.800000190734863"
IVP,4,2,2,136238,136.24,"29.049999237060547, 19.0, 91.6500015258789, 37.79999923706055","18.850000381469727, 60.25, 65.94999694824219, 132.0"
IWEL,0,0,0,0,0.0,,
IZMO,5,2,3,96468,96.47,"75.05000305175781, 50.5, 18.0, 8.550000190734863, 22.450000762939453","36.45000076293945, 37.70000076293945, 12.899999618530273, 27.350000381469727, 68.1500015258789"
J&KBANK,4,1,3,41161,41.16,"42.939998626708984, 81.0999984741211, 41.0, 18.100000381469727","30.0, 60.349998474121094, 29.850000381469727, 56.70000076293945"
JAGRAN,4,0,4,-35614,-35.61,"73.80000305175781, 59.70000076293945, 107.0, 62.650001525878906","51.349998474121094, 44.099998474121094, 63.54999923706055, 45.54999923706055"
JAGSNPHARM,3,0,3,-21305,-21.31,"22.25, 16.950000762939453, 13.0","15.899999618530273, 11.899999618530273, 9.5"
JAIBALAJI,4,1,3,31695,31.7,"84.80000305175781, 215.1999969482422, 37.0, 22.899999618530273","268.3500061035156, 126.69999694824219, 27.25, 15.75"
JAICORPLTD,4,2,2,143689,143.69,"16.054000854492188, 166.75, 60.04999923706055, 115.55000305175781","66.20899963378906, 121.75, 186.3000030517578, 75.94999694824219"
JAIPURKURT,2,1,1,52661,52.66,"13.899999618530273, 8.050000190734863","9.75, 25.25"
JAMNAAUTO,4,2,2,119133,119.13,"10.114999771118164, 5.900000095367432, 62.79999923706055, 32.5","7.510000228881836, 20.895000457763672, 41.25, 99.0"
JASH,2,1,1,54809,54.81,"137.9499969482422, 98.6500015258789","101.19999694824219, 301.0"
JAYAGROGN,1,0,1,-12438,-12.44,34.099998474121094,18.850000381469727
JAYBARMARU,5,2,3,132653,132.65,"11.119999885559082, 8.84000015258789, 8.520000457763672, 38.970001220703125, 40.439998626708984","8.1899995803833, 6.460000038146973, 34.88999938964844, 20.059999465942383, 127.5999984741211"
JAYNECOIND,6,2,4,129189,129.19,"19.100000381469727, 14.75, 12.800000190734863, 7.300000190734863, 5.650000095367432, 4.699999809265137","12.25, 59.5, 42.20000076293945, 5.400000095367432, 4.099999904632568, 3.5"
JAYSREETEA,4,1,3,37023,37.02,"64.0250015258789, 45.67499923706055, 99.55000305175781, 70.0999984741211","40.375, 150.47500610351562, 71.69999694824219, 44.79999923706055"
JBCHEPHARM,2,2,0,130915,130.91,"34.400001525878906, 170.4250030517578","105.125, 559.2999877929688"
JBMA,5,4,1,331344,331.34,"1.493265986442566, 6.335000038146973, 61.81999969482422, 75.04000091552734, 87.73999786376953","5.800000190734863, 19.219999313354492, 220.22000122070312, 55.720001220703125, 374.239990234375"
JCHAC,4,2,2,136564,136.56,"49.650001525878906, 220.60000610351562, 130.75, 1850.300048828125","168.89999389648438, 150.0, 502.45001220703125, 1185.8499755859375"
JETAIRWAYS,8,3,5,184809,184.81,"647.4500122070312, 193.75, 248.25, 305.70001220703125, 29.049999237060547, 30.850000381469727, 101.75, 65.69999694824219","429.1499938964844, 681.0, 831.9500122070312, 223.5, 13.649999618530273, 120.94999694824219, 71.25, 47.0"
JETFREIGHT,3,1,2,70145,70.14,"15.111856460571289, 11.031655311584473, 5.6993279457092285","10.36241626739502, 7.318456172943115, 22.451900482177734"
JHS,5,2,3,117868,117.87,"31.100000381469727, 16.149999618530273, 7.050000190734863, 34.349998474121094, 19.149999618530273","22.100000381469727, 52.650001525878906, 25.600000381469727, 24.5, 12.800000190734863"
JINDALPHOT,5,1,4,26766,26.77,"56.849029541015625, 73.2326889038086, 41.55423355102539, 50.79694747924805, 36.150001525878906","42.541812896728516, 48.796470642089844, 138.33685302734375, 36.5, 14.75"
JINDALPOLY,6,2,4,169619,169.62,"134.2834930419922, 73.46923828125, 216.44717407226562, 199.6676025390625, 256.66192626953125, 625.2000122070312","73.89106750488281, 410.4668884277344, 157.01559448242188, 145.3917694091797, 812.6500244140625, 453.54998779296875"
JINDALSAW,7,3,4,187310,187.31,"58.119998931884766, 42.0, 209.60000610351562, 152.25, 131.89999389648438, 76.3499984741211, 53.20000076293945","215.24000549316406, 150.8699951171875, 152.6999969482422, 114.05000305175781, 89.25, 50.04999923706055, 163.5500030517578"
JINDALSTEL,7,3,4,168250,168.25,"33.85499954223633, 151.875, 447.8500061035156, 158.64999389648438, 80.1500015258789, 116.25, 121.55000305175781","106.86499786376953, 489.7749938964844, 304.54998779296875, 85.69999694824219, 53.400001525878906, 82.19999694824219, 441.5"
JINDRILL,4,1,3,37223,37.22,"347.5, 184.6999969482422, 137.14999389648438, 73.1500015258789","239.5500030517578, 126.44999694824219, 91.44999694824219, 238.8000030517578"
JINDWORLD,2,1,1,77394,77.39,"11.600000381469727, 47.54999923706055","8.149999618530273, 185.64999389648438"
JIOFIN,0,0,0,0,0.0,,
JISLDVREQS,3,1,2,41407,41.41,"33.900001525878906, 42.75, 6.949999809265137","24.899999618530273, 20.950000762939453, 22.149999618530273"
JISLJALEQS,5,2,3,91088,91.09,"47.82857131958008, 75.0, 61.099998474121094, 7.0, 40.79999923706055","150.4952392578125, 52.0, 25.799999237060547, 21.700000762939453, 26.649999618530273"
JITFINFRA,2,0,2,-27782,-27.78,"24.049999237060547, 7.800000190734863","17.600000381469727, 3.299999952316284"
JKCEMENT,3,3,0,191559,191.56,"58.900001525878906, 187.5500030517578, 675.5","179.6999969482422, 604.2000122070312, 2029.949951171875"
JKIL,4,2,2,133787,133.79,"90.4000015258789, 214.0, 137.0, 95.80000305175781","341.5249938964844, 125.5999984741211, 75.25, 335.70001220703125"
JKLAKSHMI,6,2,4,102095,102.09,"59.474998474121094, 50.900001525878906, 107.25, 71.0, 339.70001220703125, 241.6999969482422","42.25, 37.20000076293945, 60.70000076293945, 246.5, 196.0, 816.3499755859375"
JKPAPER,4,1,3,29404,29.4,"45.99714660644531, 17.37457275390625, 35.04999923706055, 141.85000610351562","33.552547454833984, 52.17158126831055, 25.049999237060547, 74.5"
JKTYRE,5,3,2,207238,207.24,"22.56999969482422, 10.600000381469727, 15.170000076293945, 111.0999984741211, 128.39999389648438","15.760000228881836, 34.40999984741211, 64.76000213623047, 74.55000305175781, 398.29998779296875"
JLHL,0,0,0,0,0.0,,
JMA,2,1,1,64566,64.57,"37.779998779296875, 21.549999237060547","24.0, 69.94999694824219"
JMFINANCIL,2,0,2,-20116,-20.12,"28.600000381469727, 93.8499984741211","18.0, 66.94999694824219"
JOCIL,0,0,0,0,0.0,,
JPASSOCIAT,6,1,5,12241,12.24,"181.13333129882812, 56.06666564941406, 53.70000076293945, 13.5, 8.850000381469727, 7.699999809265137","96.06666564941406, 36.150001525878906, 26.450000762939453, 8.899999618530273, 29.399999618530273, 5.449999809265137"
JPOLYINVST,2,0,2,-21905,-21.91,"14.0, 19.350000381469727","7.150000095367432, 12.75"
JPPOWER,5,0,5,-64679,-64.68,"38.20000076293945, 15.300000190734863, 4.949999809265137, 4.349999904632568, 1.5499999523162842","25.549999237060547, 10.25, 3.5, 2.4000000953674316, 0.6000000238418579"
JSL,5,1,4,23156,23.16,"114.3499984741211, 60.0, 42.349998474121094, 35.25, 118.8499984741211","38.29999923706055, 44.5, 22.399999618530273, 24.100000381469727, 400.95001220703125"
JSWENERGY,2,1,1,76091,76.09,"43.900001525878906, 341.04998779296875","167.75, 238.35000610351562"
JSWHL,4,2,2,109190,109.19,"256.5, 1140.0999755859375, 615.5499877929688, 1921.449951171875","829.75, 646.0499877929688, 403.3500061035156, 6161.7998046875"
JSWINFRA,0,0,0,0,0.0,,
JSWSTEEL,6,4,2,250987,250.99,"22.94499969482422, 34.25, 72.96500396728516, 308.3500061035156, 261.54998779296875, 189.35000610351562","73.81500244140625, 107.03500366210938, 221.25, 217.4499969482422, 146.25, 717.8499755859375"
JTEKTINDIA,3,2,1,121285,121.29,"26.924999237060547, 9.199999809265137, 50.599998474121094","18.625, 30.850000381469727, 154.0500030517578"
